858,454,891,454,891,466,858,466,2247
118,642,160,642,159,656,118,656,NAPAS
720,655,785,654,785,668,720,669,SAMSUNG
93,62,200,62,200,102,93,102,BIEN
181,138,238,139,238,151,181,150,SAMSUNG
516,544,572,545,571,566,515,565,TONG
818,543,872,543,872,560,818,560,2.471
418,986,470,988,469,1001,418,1000,SAMSUNG
682,638,717,639,716,652,682,652,DUNG
381,691,408,690,409,703,381,704,BINH
709,71,922,67,922,99,710,103,SAMSUNG
221,969,259,968,259,981,222,982,ONLINE
842,206,914,205,914,219,843,220,C8/07/2019
744,672,780,672,780,685,744,685,DONG
449,919,475,917,476,929,450,930,BINH
516,509,552,509,552,522,516,522,GTGT
155,917,186,917,186,929,155,929,BONG
568,881,599,882,598,896,567,895,SHOP
658,902,679,903,679,913,658,913,SAN
411,691,437,691,437,703,411,703,THAI
232,288,277,288,277,301,232,301,XGALAXY
351,1003,379,1004,379,1017,351,1016,BICH
677,1173,714,1172,715,1199,678,1200,BLU
750,237,787,236,787,250,750,250,GIFT
187,935,210,934,210,945,187,946,BAA
509,1005,534,1005,535,1016,509,1016,VIC
372,241,409,241,409,255,372,255,HUONG
761,882,802,884,801,897,760,896,THRONG
391,674,431,674,431,688,391,687,CHANG
240,934,292,934,292,947,240,946,SAMSUNG
235,900,265,899,266,911,236,913,GAUDY
788,182,914,182,914,195,788,195,VN190623.13110800
780,671,809,671,809,684,780,685,TIEN
634,656,668,656,668,669,634,669,CONG
403,951,433,952,433,965,403,964,TONG
117,915,155,916,154,929,117,928,TRONG
118,985,165,985,165,998,118,998,CHROME
390,641,424,641,424,653,390,653,DUNG
563,431,609,429,609,441,563,443,CHUYEN
656,639,681,639,681,651,656,651,KIM
118,620,157,619,157,631,118,632,THANH
144,164,169,165,168,177,144,176,BOA
515,456,549,456,549,470,515,470,TONG
534,882,566,882,566,895,534,895,HANG
684,1071,714,1070,714,1082,684,1083,THAI
421,882,453,882,453,894,421,895,PHAM
676,935,713,936,712,949,676,949,HONG
352,987,373,988,373,999,352,998,CIA
104,898,136,898,136,911,104,912,DOE
438,691,489,691,489,704,438,704,NGUYEN
457,674,497,674,497,687,457,687,THANH
558,863,585,864,584,877,558,876,DIN
454,953,485,953,485,965,454,964,CAM
129,215,159,215,159,226,129,226,MUA
575,456,609,456,609,468,575,468,TRUDY
544,953,574,953,574,965,543,965,HANG
309,1046,354,1047,354,1060,308,1059,PRODUCT
355,1046,389,1047,389,1060,355,1060,CODE
311,934,340,934,340,947,311,947,SHOP
575,952,627,953,627,966,574,965,SAMSUNG
259,969,282,969,282,980,259,981,BIO
211,61,336,59,337,102,212,104,NHAN
680,901,712,900,712,914,680,914,PHAM
828,954,863,955,863,969,828,968,TING
515,402,548,402,548,416,515,416,TONG
265,313,319,313,319,324,265,325,1.35GHZ
133,969,164,968,165,981,134,982,PHIM
520,900,552,900,552,913,520,914,DUNG
634,689,662,688,662,701,634,702,TINH
287,882,316,882,316,893,287,893,DIEM
156,952,182,950,182,962,156,963,SINH
338,136,368,137,368,148,338,148,NAM
890,455,915,454,915,466,890,467,200
674,616,707,615,707,628,674,628,CIAO
722,988,759,989,759,1002,721,1001,HONG
863,953,893,955,892,970,863,968,MITT
94,137,129,138,129,152,94,152,CONG
360,658,389,658,388,671,360,670,HOP
522,135,561,135,561,146,523,146,THANH
104,969,134,968,134,980,104,981,CHAN
145,881,172,881,172,893,145,893,BACH
631,133,662,133,662,145,631,145,MINH
142,863,170,864,170,877,142,876,LONG
354,952,381,953,381,965,353,964,LONG
238,137,308,137,308,149,238,149,ELECTRONICS
753,1088,797,1088,797,1101,753,1102,(GENLD:
632,989,658,989,658,1000,631,999,LIEN
494,241,521,240,521,252,495,253,BON
524,864,557,864,557,877,524,877,MANG
463,899,506,900,506,914,463,913,HONG
144,138,181,137,181,150,144,151,TNHH
110,1069,142,1068,142,1080,111,1082,GUCCI
180,1004,212,1005,212,1017,180,1016,TRONG
694,689,743,688,743,701,694,702,NGUYEN
400,136,448,136,448,148,400,148,NGUYEN
471,986,501,987,500,1000,471,999,ANH
365,641,390,642,390,653,365,653,KIM
621,918,651,918,651,931,621,930,HING
532,919,555,919,555,929,532,929,SAN
822,654,856,655,856,668,822,668,CONG
625,901,658,902,657,914,624,913,MANG
607,209,641,209,641,223,607,223,GAY
878,885,906,885,906,898,878,897,QUAN
538,431,561,431,561,441,538,441,VAN
508,952,545,952,545,964,508,964,WHICH
147,1003,179,1002,179,1016,148,1017,PHAM
126,933,163,933,163,947,126,946,RUNG
212,864,245,863,246,876,212,877,THIEU
399,884,420,884,419,894,399,893,SAN
652,865,674,865,674,876,652,876,AHA
362,933,389,934,389,946,362,945,DICE
192,866,212,865,212,876,192,877,AIR
841,272,893,272,893,284,841,284,2.471920
807,920,832,921,831,932,807,931,THE
545,161,583,160,583,172,545,172,THANH
95,213,129,213,129,228,95,228,GAY
426,899,459,899,459,914,426,914,PCP
771,1070,804,1071,804,1084,771,1083,HING:
158,619,188,619,188,630,159,631,TOAN
433,1071,459,1070,459,1082,433,1082,GIGO
281,916,312,916,312,928,281,929,DIAM
856,236,889,236,888,249,856,249,DENG
301,986,332,985,333,999,302,1000,CHIC
549,456,574,455,575,467,550,468,TIEN
220,986,250,986,250,998,220,998,HING
759,988,790,989,790,1002,758,1000,DUPE
868,505,915,505,915,519,868,519,224720
493,161,527,161,527,173,493,173,QUIN
104,950,131,949,131,962,104,963,NEB
162,898,188,898,188,910,162,910,HICK
802,1087,865,1088,864,1102,801,1101,14832427)
755,901,789,902,788,915,755,914,SHOP)
412,864,435,864,435,876,412,875,DAN
319,163,340,163,340,174,319,174,CAI
434,952,455,953,454,964,434,964,DAT
797,955,827,956,827,967,797,966,CHAN
549,403,579,402,580,413,549,414,CHET
278,287,306,287,306,300,278,300,A10
578,988,600,989,600,999,577,999,BAN
584,864,615,865,615,877,584,876,THAI
332,986,351,986,351,999,332,999,LEI
567,935,595,934,595,947,567,948,BACH
663,689,691,688,692,700,663,701,THAI
409,1005,427,1005,427,1017,409,1017,CPI
668,656,699,656,700,668,668,668,NAM
501,987,522,988,522,999,501,999,CHO
875,542,913,543,912,560,875,559,920
455,883,482,883,482,895,455,895,GAY
483,881,505,881,505,894,484,895,CHI
311,136,337,136,337,148,311,148,DIET
610,455,641,455,641,467,610,467,THUE
610,159,642,159,642,171,610,171,HCM
868,398,916,398,916,410,868,411,617980
695,988,721,989,720,1000,695,1000,LIEN
377,1005,408,1005,408,1017,377,1016,KICK
209,934,240,934,240,945,209,946,ANH
521,240,543,238,545,252,522,254,AIS
195,882,223,881,223,894,195,894,SEAL
130,951,156,949,157,962,131,964,CHIT
800,882,825,883,825,898,800,897,HOP
195,212,269,211,269,225,196,225,08/072019
713,936,737,937,737,949,713,949,TRAY
272,863,304,864,303,877,272,876,HING
